,0
1098,b'user' b'#allahsoil' b'the' b'term' b'jihad' b'is' b'a' b'highly-contested' b'concept.'
1099,b'over-excited' b'man' b'is' b'attacked' b'by' b'cat' b'while' b'opening' b'present' b'that' b'cat' b'repping' b'trump'
1100,b'millennials' b'shocked' b'by' b'#hillary' b'quotes' b'think' b'theyre'
1101,"b'trump' b'ny' b'co-chair:' b'i' b'want' b'obama' b'to' b'die' b'of' b'mad' b'cow' b'disease' b'and' b'michelle' b'to' b'""go' b'back' b'to' b'being' b'a'"
1102,b'share' b'6' b'steps' b'you' b'can' b'take' b'to' b'stop' b'a' b'racist' b'attack' b'or' b'intervene' b'with' b'a' b'berating' b'bully' b'via'
1103,b'are' b'you' b'#hispanic' b'&amp;' b'feel' b'\xc3\xa2\xc2\x80\xc2\xa6' b'the' b'are' b'stomping' b'on' b'you?'
1104,"b'user' b'user' b""that's"" b'why' b'progressives' b'r' b'd' b'most' b'&amp;' b'#bigot' b'ppl' b'of' b'all.' b'only' b'self-hating' b'lazy' b'racists' b'would'"
1105,"b'oops!' b'#carlpaladino' b""didn't"" b'mean' b'to' b'publicly' b'post' b'comments...' b'via'"
1106,"b'user' b'i' b'know' b'who' b'my' b'real' b'niggers' b'are.' b'all' b'fake' b'niggers' b'&amp;' b'uppity' b'niggers' b'get' b'deleted.' b""life's"" b'too' b'sho' b'for' b'bs' b'#raceplay'"
1107,"b'victim' b'of' b'#islamophobia' b'adam' b'saleh' b'refers' b'to' b'black' b'people' b'as' b'""abeed""' b'(slaves)' b'in' b'one' b'of' b'his'"
1108,"b""'alt-right'"" b'site' b'plans' b'a' b""'fake"" b'black' b""person'"" b'twitter'"
1109,b'nothing' b'would' b'be' b'more' b'dangerous' b'than' b'to' b'give' b'#putinschoice' b'the' b'impression' b'we'
1110,"b'""..a' b'broader' b'phenomenon:' b'the' b'reemergence' b'of' b'#race' b'#science' b'in' b'#american' b'intellectual'"
1111,b'user' b'user' b'there' b'is' b'no' b'safe' b'place' b'for' b'blacks' b'in' b'this' b'country' b'because' b'of' b'people' b'like'
1112,b'are' b'you' b'#hispanic' b'..' b'feel' b'like' b'the' b'are' b'stomping' b'on' b'you?'
1113,"b'user' b'i' b'know.' b'ref.' b'to' b'#malevote' b'&amp;' b'#womenvote' b'is' b'#profiling,' b'as' b'ref.' b'to' b'#blackvote/#hispanicvote' b'.'"
1114,"b'#sikh' b'#temple' b'vandalised' b'in' b'in' b'#calgary,' b'#wso' b'condemns'"
1115,"b'user' b'azealia' b'#banks,jimmy' b'mcmillan,james' b'david' b'manning...' b'#usa' b'#clinton' b'#trump'"
1116,"b'user' b'user' b'1.' b'lmfao.' b'no.' b'non-white' b'people' b'can' b'be' b'#bigots' b'and' b'#prejudiced' b'but' b'is' b'a' b""'system"" b'of'"
1117,b'user' b'comment' b'on' b'user' b'reveals' b'once' b'more' b'the' b'disgusting' b'reality' b'of' b'and' b'#stupidity' b'in' b'user'
1118,"b'hey' b'carl' b'paladino,' b'looks' b'like' b'""you\'re'"
1119,b'user' b'then' b'what' b'is'
1120,b'user' b'white' b'fragility:' b'why' b'it\xc3\xa2\xc2\x80\xc2\x99s' b'so' b'hard' b'to' b'talk' b'to' b'white' b'people' b'about'
1121,b'i' b'agree' b'that' b'#hrc' b'wouldn\xc3\xa2\xc2\x80\xc2\x99t' b'have' b'won' b'the' b'#popularvote' b'w/o' b'#ca.' b'much' b'in' b'same' b'way' b'#trump' b'wouldn\xc3\xa2\xc2\x80\xc2\x99t' b'win' b'w/o' b'the'
1122,b'user' b'user' b'is' b'good' b'place' b'to' b'sta' b'learning' b'abt' b'how' b'one' b'person' b'can' b'be' b'a'
1123,b'user' b'hey' b'user' b'-' b'a' b'$14000' b'ivanka' b'bracelet?' b'do' b'you' b'feel' b'good' b'profiting'
1124,b'user' b'user' b'if' b'i' b'cud' b'this' b'1000x' b'i'
1125,"b""#instagram's"" b'#bestfeature' b'when' b'you' b""don't"" b'want' b'to' b'read' b'#stupid' b'#childish' b'#rude' b'#comments'"
1126,"b'#msnbc' b'#cnn' b'#amjoy' b'joe' b'biden:' b""'i"" b'want' b'to' b""thank'"" b'trump' b'for' b'unmasking'"
1127,b'congressman' b'user' b'hangs' b'this' b'picture' b'nation\xc3\xa2\xc2\x80\xc2\x99s' b'capitol.' b'he' b'should' b'volunteer' b'to' b'be'
1128,b'user' b'#allahsoil' b'the' b'problem' b'is' b'that' b'there\xc3\xa2\xc2\x80\xc2\x99s' b'no' b'space' b'for' b'alternative'
1129,"b'user' b'#kkk+#blm' b'=' b'same' b'#nazi' b'#scum' b'from' b'#hitlerjugend,' b'different' b'color' b'of' b'skin' b'but' b'same' b'#leftist' b'&amp;'"
1130,b'user' b'user' b'this' b'stupid' b'idea' b'that' b'#trump' b'is' b'a' b'fascist' b'and' b'and' b'will' b'destroy' b'the' b'#usa' b'has' b'gone' b'too' b'far!' b'#obama' b'is' b'a'
1131,b'if' b'you' b'are' b'pa' b'of' b'the' b'64.2' b'mil' b'who' b'rejected' b'#putinschoice' b'#boycott?' b'his' b'business.' b'&amp;' b'#hatred' b'must' b'be'
1132,b'fuck' b'donald' b'trump!' b'he' b'will' b'never' b'be' b'my'
1133,"b'#people' b""aren't"" b'protesting' b'#trump' b'because' b'a' b'#republican' b'won-they' b'do' b'so' b'because' b'trump' b'has' b'fuhered'"
1134,b'user' b'the' b'#14th' b'amendment' b'#blm' b'discussed' b'here' b'thanks' b'user'
1135,"b'she' b'resigned' b'today' b'from' b'the' b'""chaer""'"
1136,"b'user' b'#tbt:' b'user' b'+' b'user' b'young' b'#women,' b'user' b'+' b'-' b'relevant' b'read' b'for' b'all' b'women' b'in'"
1137,b'user' b'a' b'giant' b'version' b'of' b'the' b'#flag' b'of' b'#rebellion' b'#sedition' b'and' b'flapping' b'in' b'#virginia' b'on'
1138,"b'the' b'italian' b'fascist' b'#carlpaladino' b'needs' b'a' b'lobotomy' b'in' b'2017' b'that""s' b'my' b'wish.' b'perhaps' b'then' b'he""ll' b'realize' b'yes,' b'carl' b'you' b'are' b'a' b'#bigot'"
1139,b'put' b'on' b'your' b'big' b'girl' b'panties' b'pandy'
1140,"b'user' b'america' b""isn't"" b'racist.' b'their' b'are' b'a' b'plethora' b'of' b'reasons' b'for' b'someone' b'not' b'to' b'like' b'obama.' b""you're"" b'ignorant' b'in' b'many'"
1141,b'user' b'ag' b'pick' b'jeff' b'sessions' b'scrubs' b'racism' b'from' b'record...even' b'tho' b'he' b'once' b'argued' b'this' b'is' b'a'
1142,b'user' b'user' b'has' b'happened' b'far' b'too' b'often'
1143,b'user' b'#allahsoil' b'one' b'infamous' b'maneuver' b'has' b'affectionately' b'been' b'baptized' b'the' b'\xc3\xa2\xc2\x80\xc2\x9csaudi' b'sweep\xc3\xa2\xc2\x80\xc2\x9d' b'\xc3\xa2\xc2\x80\xc2\xa6'
1144,"b'user' b'user' b'user' b'user' b'nope,' b'still' b'struggling' b'to' b'see' b'either' b'or' b'in' b'that'"
1145,b'user' b'everytime' b'i' b'wear' b'soccer' b'shis' b'joie' b'fries' b'me' b'and' b'says' b'i' b'look' b'mexican' b'as' b'fuck'
1146,"b'holiday' b'fun,' b'socially' b'relevant!' b'#podcast' b'celebrates' b""'70"" b'bewitched' b'xmas'"
1147,b'why' b'are' b'white' b'people' b'#expats' b'when' b'the' b'rest' b'of' b'us'
1148,"b'8' b'presidents,' b'same' b'policy' b'on' b'israeli' b'settlements' b'but' b'only' b'obama' b'is' b'slammed' b'as' b'a' b'treacherous' b'anti-semite.'"
1149,b'user' b'you' b'might' b'be' b'a' b'libtard'
1150,b'are' b'you' b'#hispanic' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'\xc3\xa2\xc2\x80\xc2\xa6' b'you?'
1151,b'are' b'you' b'#hispanic' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'on' b'you?'
1152,"b'#carlpaladino' b'made' b',' b'vile' b'remarks' b'about' b'#presidentobama' b'&amp;' b'#micheleobama' b'|' b'#trump' b'and' b'his' b'#deplorables' b'must'"
1153,b'user' b'#israel' b'this' b'is' b'and' b'the' b'rape' b'of' b'land' b'that' b'is' b'not' b'theirs' b'at' b'all' b'#freedom' b'for' b'#palestine'
1154,b'user' b'remark' b'is' b'racist' b'even' b'if' b'only' b'uttered' b'to' b'his' b'wife.' b'#carlpaladino' b'should' b'not' b'be' b'involved' b'with' b'anything' b'to' b'do'
1155,b'carl' b'paladino' b'is' b'a' b'former' b'trump' b'campaign'
1156,b'user' b'snatch' b'that' b'wig' b'off' b'james' b'brown' b'head' b'&amp;' b'get' b'her' b'out'
1157,"b""it's"" b'time' b'to' b'end' b'now.' b'""days' b'of' b'our' b'lives' b'(live)""' b'shyan'"
1158,b'cutsie' b'logic' b'but' b'wrong.' b'if' b'you' b'know' b'construction' b'you' b'can' b'build' b'bridges' b'and' b'walls!' b'give' b'trump' b'a' b'chance!' b'hate' b'is'
1159,b'user' b'#allahsoil' b'the' b'cold' b'war' b'was' b'fought' b'over' b'oil.' b'#teambts' b'#teamsuperjunior'
1160,"b'#italians' b""weren't"" b'coming' b'from' b'a' b'country' b'were' b'women' b'were' b'stoned' b'and' b'they' b""didn't"" b'entered' b'#illegally.' b'pro-#immigrant'"
1161,b'user' b'yup.' b'i' b'concur.' b'as' b'do' b'nearly' b'3' b'million'
1162,"b'the' b'4th' b'remake' b'of' b'hi-5' b""doesn't"" b'have' b'the' b'token' b'asian'"
1163,"b'user' b'user' b'user' b'thoughts' b'on' b'female' b'fighters' b""'dolled"" b""up'"" b'in' b'user'"
1164,"b'user' b'welcome' b'to' b'2016,' b'looks' b'like' b'2017' b'is' b'going' b'to' b'be' b'as' b'full' b'of' b'batshit' b'dumb' b'#sjws' b'as' b'2016.' b'#dumb' b'#notracist'"
1165,b'#texas' b'man' b'kills' b'#latina' b'stepmom' b'for' b'celebrating' b'#cowboys'
1166,b'black' b'genius' b'v' b'white' b'supremacy' b'are' b'you' b'missing' b'the' b'action?' b'the' b'#freemasons' b'being' b'taught' b'a' b'lesson' b'about'
1167,"b'user' b'this' b'nonsensical,' b'hate-filled' b'word-salad' b'w/b' b'funny' b'if' b'it' b""weren't"" b'so'"
1168,b'listen' b'to' b'user' b'discuss' b'why' b'boys' b'engage'
1169,b'#theresistance' b'#notmypresident' b'not' b'ever' b'#treason'
1170,"b'#jeffsessions' b'omits' b'decades' b'of' b'records' b'for' b'his' b'ag' b'confirmation' b'hearing' b""'don't"" b'do' b'as' b'i'"
1171,"b'#putin' b'&amp;' b'#netanyahou' b'have' b'been' b'talking' b'on' b'the' b'phone.' b""what's"" b'the' b',' b'thug' b'#obama' b'think' b'about' b'that...' b'oh,'"
1172,b'user' b'#allahsoil' b'we' b'think' b'of' b'cultures' b'as' b'separate' b'and' b'distinct' b'from' b'one' b'another.' b'\xc3\xa2\xc2\x80\xc2\xa6'
1173,b'#aleppo' b'#orlando' b'#syria' b'#trump' b'#war' b'#berlinattack' b'#inequality' b'#bagdad' b'#nice' b'#paris' b'there' b'is' b'nothing' b'to'
1174,"b'donald' b'-' b""putin's"" b'butt' b'buddy' b'and' b'a'"
1175,"b'if' b""you're"" b'gonna' b'steal' b'my' b'shit,' b'at' b'least' b'have' b'the' b'common' b'couesy' b'to' b'steal' b'it'"
1176,b'user' b'#blacklivesmatters' b'#lanasprayberry' b'another' b'in' b'a' b'position' b'of' b'authority' b'has' b'got' b'to'
1177,"b""don't"" b'miss' b'this:' b'miriam' b""herschlag's"" b'blog:' b'haim' b'yavin,' b'my' b'ass' b'via'"
1178,"b'""racism' b'in' b'muslim' b'societies""' b'by' b'dr.' b'eren' b'tasar' b'of'"
1179,b'user' b'please' b'#resign' b'from' b'the' b'user' b'school'
1180,b'#newyearseve' b'factophobia' b'ale' b'with' b'people' b'in' b'2017' b'whose' b'use' b'following'
1181,b'#disgrace' b'ashamed' b'that' b'this' b'person' b'is' b'a' b'fellow' b'#newyorker'
1182,"b'seems' b'like' b'user' b'""#canadianvalues""' b'are' b'ignoring' b'reality,' b'dividing' b'&amp;' b'weakening,' b'#hate' b'&amp;'"
1183,"b'user' b'if' b'you' b'are' b'one' b'of' b'the' b'64.2' b'mil' b'#americans' b'who' b'rejected' b',' b'#bigotry' b'&amp;' b'#hatred' b'fly' b'your' b'flag' b'half' b'mast' b'on'"
1184,b'user' b'you' b'might' b'be' b'a' b'libtard'
1185,b'want' b'a' b'lesson' b'in' b'and' b'#hypocrisy?' b'imagine' b'if' b'#obama' b'had' b'5' b'kids' b'by' b'3' b'different' b'women' b'and' b'bragged' b'about' b'grabbing'
1186,"b'user' b'racist' b'schools' b'are' b'teaching' b'students' b'that' b'""whiteness' b'is' b'a'"
1187,b'this' b'should' b'have' b'been' b'enough' b'2' b'just' b'say' b'no' b'#notmypres' b'#wtf2016' b'#neverump' b'#unpresidented' b'#bigot'
1188,b'wtf' b'user' b'user' b'user' b'#propaganda' b'rant' b'by' b'user' b'inveed' b'aussie' b'flag' b'w/muslim'
1189,b'islam' b'against' b'racism' b'-' b'press'
1190,b'user' b'you' b'might' b'be' b'a' b'libtard'
1191,b'user' b'obama/jarretts' b'who' b'agenda' b'was' b'to' b'destroy' b'everything' b'good' b'about' b'this' b'country' b'and' b'inflict' b'even' b'bit' b'of'
1192,b'good' b'morning!' b'bud' b'and' b'breakfast?' b'marijuana' b'unleashed' b'at'
1193,b'user' b'user' b'please' b'retweet!' b'this' b'is' b'an' b'impoant' b'issue' b'that' b'needs' b'to' b'be'
1194,b'today' b'1000' b's!' b'user' b'#pornstars' b'user'
1195,b'pay' b'porn' b'free' b'video' b'jokes' b'about'
1196,b'trump' b'trumps' b'love' b'#trump' b'#donaldduck' b'#sweetpotato' b'#bigotry'
1197,"b'user' b'when' b'i' b'asked' b'the' b'sales' b'assistants' b'if' b'they' b'heard' b'they' b'quickly' b'copped' b'out...hmm' b'i' b""wouldn't"" b'be' b'surprised' b'they'"
1198,b'are' b'you' b'#hispanic' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'\xc3\xa2\xc2\x80\xc2\xa6' b'you?'
1199,b'wow' b'user' b'was' b'a' b'real' b'at' b'times' b'back' b'in' b'the' b'day' b'on' b'#smackdown' b'#unitedstateschampion' b'#uschampion' b'#sdlive' b'great' b'more' b'#illegal'
1200,b'user' b'2016' b'is' b'still' b'alive' b'!' b'black' b'man' b'is' b'forced' b'into' b'coffin' b'by' b'white' b'south'
1201,b'user' b'please' b'retweet' b'video' b'that' b'sparks' b'outrage:' b'white' b'officer' b'arrested' b'black' b'mother' b'after' b'littering'
1202,b'are' b'you' b'#hispanic' b'&amp;' b'\xc3\xa2\xc2\x80\xc2\xa6' b'like' b'the' b'are' b'stomping' b'on' b'you?'
1203,b'#mud' b'#radio2' b'#songwords' b'#showmeyoureawoman' b'#omg' b'anyone' b'listened' b'to' b'the' b'words' b'to' b'this' b'seventies'
1204,b'more' b'insults.' b'get' b'off' b'my' b'tl' b'you' b'jew' b'hating' b'piece' b'of' b'shit' b'user' b'user'
1205,"b'racism' b'at' b'home' b'and' b'anti-' b'advice' b'for' b'others:' b""we're"" b'good' b'at'"
1206,b'sea' b'shepherd' b'suppoers' b'are'
1207,b'uk' b'2016' b'expressed' b'as' b'a'
1208,b'user' b'why' b'do' b'u' b'have' b'to' b'take' b'the' b'king' b'to' b'win' b'chess?' b'why' b'not' b'the'
1209,b'user' b'#freedownload' b'a' b'peek' b'of' b'#nyc' b'here:' b'then' b'come' b'back' b'to' b'holier' b'than'
1210,"b'virginia' b'kkk' b'leader:' b""we're"" b'not' b'racist,' b""we're"" b'just' b'misunderstood'"
1211,b'msg' b'of' b'#hope' b'for' b'#newyear:' b'a' b'business' b'to' b'end' b'.' b'#endof2016' b'#tedtalks' b'#tedatibm' b'user'
1212,"b'this' b'video' b'was' b'censored' b'by' b'youtube' b'for' b'""hate' b'speech""' b'\xc3\xb0\xc2\x9f\xc2\x98\xc2\x82'"
1213,b'kicking' b'off' b'about' b'#robbiewilliams' b'acting' b'slutty' b'on' b'#bbc.' b'#littlemix' b'do' b'it' b'every' b'time' b'and' b'no' b'one' b'bats' b'a' b'lid.' b'against' b'men!'
1214,b'#priyankachopra' b'was' b'subjected' b'to' b'and' b'she' b'fought' b'back'
1215,"b'#sikh' b'#temple' b'vandalised' b'in' b'in' b'#calgary,' b'#wso' b'condemns'"
1216,b'most' b'country' b'argues' b'over' b'different' b'shades' b'of' b'black!' b'\xc3\xb0\xc2\x9f\xc2\x98\xc2\xa8' b'\xc3\xb0\xc2\x9f\xc2\x98\xc2\xac'
1217,b'great' b'speech' b'war'
1218,"b""who's"" b'that'"
1219,b'user' b'new' b'video!' b'super' b'mario' b'run' b'is'
1220,"b""that's"" b'harsh,' b'even' b'in' b'these' b'post' b'#brexit,' b'#xenophobia,' b'times.' b'what' b'next,' b'a' b'charity' b'called' b'send' b'the'"
1221,b'black' b'dad' b'puts' b'baby' b'mama' b'on' b'blast' b'after' b'he' b'takes' b'their' b'biracial' b'daughter' b'to' b'get'
1222,b'racists' b'never' b'ceased' b'to' b'rant' b'in'
1223,"b'#joemixon' b'#espn' b'#minnesotavikings,' b'and' b'it' b'""goes' b'without' b'saying"",' b""he's"" b'a' b'#homophobe,'"
1224,b'#allahsoil' b'the' b'term' b'jihad' b'is' b'a' b'highly-contested' b'concept.'
1225,b'user' b'#feminismiscancer' b'#feminismisterrorism' b'#feminismmuktbharat' b'why' b'#malevote' b'is' b'ignored'
1226,b'user' b'hidden' b'in' b'#america' b'is' b'as' b'rampant' b'as' b'blatant' b'racism.' b'user' b'user' b'user'
1227,"b'as' b'if' b'reel' b'are' b'letting' b'girls' b'in' b'first' b'and' b""there's"" b'a' b'massive' b'queue' b'for'"
1228,b'user' b'user' b'user' b'#smileyong' b'along' b'with' b'#kingconrad' b'user' b'make' b'me' b'go' b'through' b'hell' b'user'
1229,b'#marijuana' b'prohibition' b'was' b'from' b'the'
1230,b'are' b'you' b'#black' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'on' b'you?'
1231,b'user' b'#allahsoil' b'neoliberalism' b'prioritized' b'money' b'and' b'oil' b'over' b'pretty' b'much' b'everything' b'else.' b'\xc3\xa2\xc2\x80\xc2\xa6'
1232,b'thought' b'factory:' b'left-right' b'polarisation!' b'#trump' b'#uselections2016' b'#leadership' b'#politics' b'#brexit' b'#blm'
1233,b'the' b'latest' b'the' b'zurich'
1234,"b'user' b'if' b'a' b'""negro""' b'is' b'good' b'he' b'is' b'allowed' b'to' b'go' b'to' b'#heaven' b'as' b'a' b'servant' b'for' b'all' b'eternity' b'according' b'to' b'#mormonism.'"
1235,b'a' b'giant' b'version' b'of' b'the' b'#flag' b'of' b'#rebellion' b'#sedition' b'and' b'flapping' b'in' b'#virginia' b'on'
1236,b'bout' b'to' b'play' b'the' b'game'
1237,"b'shocker.' b'#soros' b'funded' b'causes' b'no' b'matter' b'how' b'r' b'ok,' b'but' b'criticism' b'of' b'#leftard' b'policies,' b'#hypocrisy' b'is' b'not'"
1238,b'\xc3\xa2\xc2\x80\xc2\x98anti-islamist\xc3\xa2\xc2\x80\xc2\x99' b'rally' b'organiser' b'#neilerikson' b'shown' b'laughing' b'at' b'death'
1239,b'user' b'#feminismiscancer' b'#feminismisterrorism' b'#feminismmuktbharat' b'why' b'#malevote' b'is' b'ignored'
1240,b'user' b'\xc3\xa2\xc2\x96\xc2\xbawhy' b'is' b'it' b'illegal' b'to' b'show' b'#topless' b'photos' b'of' b'women' b'but' b'legal' b'to' b'write'
1241,b'user' b'black' b'and' b'brown' b'women' b'being' b'intersectional' b'means' b'we' b'see' b'the' b'bus' b'before' b'we' b'get' b'thrown' b'under' b'it.' b'#whitefeminism'
1242,b'cleveland' b'police' b'union' b'overwhelmingly' b'endorses' b'trump' b'for' b'president' b'#cleveland' b'kkk' b'#klan'
1243,"b'user' b""what's"" b'the' b'difference' b'between' b'a' b'jew' b'and' b'a' b'pizza?' b'a' b'pizza' b""doesn't"" b'scream' b'in' b'the' b'oven.'"
1244,"b'user' b'#koreans' b'&amp;' b'joseon' b'people' b'in' b'japan,' b'will' b'abuse' b'the' b'for' b'claims' b'of' b'own' b'rights' b'by' b'rough'"
1245,b'axed' b'from' b'#cbc2017' b'after' b'comments' b'.....celebrity??' b'who' b'is'
1246,"b'#carlpaladino,' b'a**hole' b'extraordinaire.' b'this' b'guy' b'is' b'a' b'#trump' b'hero' b'of' b'course' b'#gop' b'#fascismo,' b'wishes' b'obama'"
1247,"b'user' b'user' b'#auspol' b'#race' b'""culture' b'wars""' b'by' b'other'"
1248,b'is' b'defunding' b'aboion' b'and' b'sending' b'you' b'to'
1249,"b'user' b'now' b'you' b'wanna' b'mock' b'my' b'country' b'b/c' b'you' b'have' b'no' b'pt.\xc3\xb0\xc2\x9f\xc2\x99\xc2\x84' b'#libtards' b'are' b'the' b'most' b's' b'of' b'all,b/c' b'""it\'s' b'not'"
1250,b'user' b'#school' b'board' b'seeks' b'to' b'oust' b'member' b'for' b'jabs'
1251,"b'a' b'victim' b'cant' b'victimise' b'the' b'oppressor...' b'we' b'have' b'no' b'economic' b'power' b'so,' b'no' b'black' b'people' b""can't"" b'be'"
1252,b'#australia' b'and' b'japanese' b'whaling' b'\xc3\xa2\xc2\x80\xc2\xa6' b'#\xc3\xa5\xc2\xb1\xc2\xb1\xc3\xa6\xc2\x9c\xc2\xac\xc3\xa5\xc2\xa4\xc2\xaa\xc3\xa9\xc2\x83\xc2\x8e' b'#\xc3\xa6\xc2\x9c\xc2\x89\xc3\xa7\xc2\x94\xc2\xb0\xc3\xa8\xc2\x8a\xc2\xb3\xc3\xa7\xc2\x94\xc2\x9f\xc3\xa3\xc2\x80\xc2\x80#\xc3\xa6\xc2\xb0\xc2\x91\xc3\xa9\xc2\x80\xc2\xb2\xc3\xa5' b'\xc2\x9a' b'#\xc3\xa7\xc2\xa4\xc2\xbe\xc3\xa6\xc2\xb0\xc2\x91\xc3\xa5'
1253,b'rise' b'up' b'today' b'is' b'out!' b'stories' b'of' b'police' b'brutality' b'from' b'user' b'user'
1254,b'user' b'fucking' b'di'
1255,b'intercourse' b'video' b'men' b'and' b'women' b'japanese' b'armpit' b'hairly' b'nude'
1256,"b'republican' b'trump' b'buddy' b""who's"" b'rabid' b'racist' b""can't"" b'figure' b'out' b""what's"" b'wrong' b'w/saying' b'violently' b'hateful'"
1257,b'user' b'wow' b'#blackpeople' b'in' b'#harlem' b'are' b'worried' b'bout' b'#whitepeople' b'and' b'#latinos' b'moving' b'in' b'if' b'that' b'was' b'reversed' b'it' b'would' b'be'
1258,b'word' b'factory:' b'race' b'denial' b'prevents' b'healing!' b'#southafrica' b'#leadership' b'#transformation' b'#inequality'
1259,"b'salt' b'lake' b'tech' b'workers' b'experience' b'least' b'racism,' b'survey' b'says' b'-' b'deseret'"
1260,b'user' b'you' b'might' b'be' b'a' b'libtard'
1261,b'user' b'you' b'might' b'be' b'a' b'libtard'
1262,b'user' b'police' b'being' b'horribly' b'hyper-violent' b'in' b'their'
1263,b'one' b'powerful' b'picture.' b'it' b'takes' b'great' b'humanity' b'and' b'kindness' b'to' b'save' b'the' b'life' b'of' b'someone' b'who' b'hates' b'your'
1264,b'#bustyescos' b'haha' b'really' b'great!' b'user' b'user'
1265,"b""it's"" b'time' b'to' b'end' b'now.' b'""days' b'of' b'our' b'lives' b'(live)""' b'shyan'"
1266,b'user' b'#allahsoil' b'not' b'all' b'westerners' b'are' b'islamophobes.'
1267,b'user' b'user' b'here' b'is' b'some' b'metrics' b'for' b'ya' b'cowboy' b'user' b'now' b'stop' b'#fakenews' b'#hate' b'#fear'
1268,b'my' b'boss' b'fired' b'me' b'due' b'to' b'alleged' b'.' b'i' b'told' b'him' b'i' b'hated' b'everyone.' b'honestly' b'how' b'much' b'more' b'committed' b'to' b'#equality' b'does' b'he' b'want' b'me' b'to'
1269,b'user' b'fuck' b'donald' b'trump!' b'he' b'will' b'never' b'be' b'my'
1270,"b'user' b'i' b'would' b'hope' b'so.' b'i' b""can't"" b'imagine' b'anyone' b'educated' b'who' b""isn't"" b'actively' b'or' b'utterly' b'amoral' b'voting' b'for' b'#treasonoustrump'"
1271,b'are' b'\xc3\xa2\xc2\x80\xc2\xa6' b'#black' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'on' b'you?'
1272,"b'content:' b'#abuse,' b'#pedophilia,' b'#stalking,' b'#harassment,' b'#gaslighting,' b'#ableism,' b',' b'#threats,' b'#suicide,' b'#nsfw,' b'#self'"
1273,b'true' b'wife' b'sex' b'stories' b'chick' b'gets'
1274,b'user' b'#realitycheck:' b'#policing' b'in' b'#america' b'from' b'a'
1275,b'user' b'this' b'is' b'our' b'time' b'to' b'#fightback' b'against' b'evil' b'men' b'such' b'at' b'#donaldtrump' b'and' b'his' b'#homophobic'
1276,"b'arc' b'5' b'week' b'#class' b'on' b'&amp;' b'#education,' b'mon' b'6:30' b'pm,' b'$70' b'sliding'"
1277,b'ohhhh.' b'so' b'people' b'really' b'do' b'think' b'that' b'because' b'you' b'are' b'in' b'an' b'#interracial' b'relationship' b'&amp;/or' b'have' b'#childrenofcolor' b'you' b'opt' b'out' b'of'
1278,"b'from' b'racism' b'to' b'resource' b'development,' b'here' b'are' b'the' b'political' b'stories' b'inuit' b'watched' b'in'"
1279,b'yup.' b'i' b'concur.' b'as' b'do' b'nearly' b'3' b'million'
1280,b'are' b'you' b'#black' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'on' b'\xc3\xa2\xc2\x80\xc2\xa6?'
1281,b'jessica' b'want' b'christmas' b'bdsm' b'\xc3\xa2\xc2\x98\xc2\x91\xc3\xaf\xc2\xb8\xc2\x8f'
1282,"b'terry' b'bradshaw' b'&amp;' b'george' b'karl:' b'at' b'very' b'least' b'insensitive' b'remarks,' b'at' b'most' b'racist.' b're:' b'melo' b'and' b'mike' b'tomlin.' b'trump'"
1283,"b'#newyearseve' b'#skynews' b'presenter' b'to' b'asian' b'woman' b'in' b'edinburgh:' b'""what' b'brings' b'you' b'here?""' b'asian' b'woman:' b'""i' b'live'"
1284,b'user' b'#feminismiscancer' b'#feminismisterrorism' b'#feminismmuktbharat' b'why' b'#malevote' b'is' b'ignored'
1285,"b'#fascism' b""doesn't"" b'arrive' b'doing' b'a' b'#nazi' b'salut.but' b'in' b'a' b'sharp'"
1286,b'i' b'almost' b'always' b'trust'
1287,b'not' b'to' b'sound' b'but' b'user' b'has' b'her' b'looks' b'to' b'fall' b'back' b'on' b'unlike' b'#nunes.' b'good' b'luck' b'2'
1288,"b""here's"" b'a' b'collection' b'of' b'our' b'coverage' b'of' b'women-related'"
1289,b'are' b'you' b'#black' b'&amp;' b'feel' b'like' b'\xc3\xa2\xc2\x80\xc2\xa6' b'are' b'stomping' b'on' b'you?'
1290,b'the' b'uk' b'government\xc3\xa2\xc2\x80\xc2\x99s' b'new' b'#anti-semitism' b'definition' b'conflates' b'with' b'valid' b'criticism' b'of' b'#israel' b'|'
1291,b'user' b'president' b'jimmy' b'caer' b'leaving' b'his' b'religion' b'due'
1292,b'there' b'is' b'only' b'one' b'requirement' b'for' b'the' b'job' b'of' b'the' b'us' b'president:' b'being'
1293,"b'pa' b'2' b'of' b'trumps' b'tweets:' b'after' b'his' b'""' b'coulda' b'won' b'if' b'i' b'wanted' b'2""' b'now' b'using' b'putin' b'to' b'project' b'his' b'anger' b'cuz' b'we' b'hate'"
1294,b'user' b'i' b'thought' b'she' b'had' b'72'
1295,"b'based' b'on' b'recent' b'commercials' b'from' b'state' b'farm' b'and' b'old' b'navy,' b""omarosa's"" b'choice' b'is' b'clearly'"
