,tweet
3256,"b'rt' b'kingdomofwench:' b'graceishuman' b""i've"" b'also' b'seen' b'a' b'lot' b'of' b'that' b'""we\'re' b'democrats' b'and' b""we're"" b'for' b'charlie' b'baker!""' b'ad' b'which' b'makes' b'me' b'want' b'to'"
3257,b'rt' b'kitt:' b'shinypb' b'not' b'only' b'you.' b'and' b'that' b'pom' b'stuff?' b'totally'
3258,b'rt' b'koolestbreeze:' b'thanks'
3259,b'rt' b'kostaskarelis:' b'cincy' b'fans' b'talk' b'trash' b'about' b'the' b'city' b'of' b'#cle' b'and' b'then' b'root' b'for' b'the' b'cavs' b'like' b'they'
3260,"b'rt' b'kristinhersh:' b'my' b'son,' b'wyatt:' b'""do' b'rednecks' b'have' b'mullets' b'to' b'keep' b'from' b'getting' b'red'"
3261,"b'rt' b'kuczaaak:' b""i'm"" b'getting' b'trash' b'talked' b'by' b'a' b'8' b'year'"
3262,"b'rt' b'kyle_park:' b'""you\'ve' b'got' b'to' b'have' b'smelt' b'a' b'lot' b'of' b'manure' b'before' b'you' b'can' b'sing' b'like' b'a'"
3263,b'rt' b'lachlan:' b'so' b'who' b'wants' b'to' b'tell' b'the' b'washington' b'post' b'that' b'charlie' b'crist' b'is' b'a'
3264,"b'rt' b'laken_heavner:' b'what' b'i' b'really' b'want' b'is' b'some' b'brownies' b'from' b'h&amp;r,' b'iced' b'latte,' b'my' b'boy,' b'and' b'a' b'blanket' b'w/' b'movies.' b'that' b'sounds' b'prettttttty'"
3265,"b'rt' b'legapsi06:' b""i've"" b'only' b'watched' b'10mins' b'of' b'this' b'trash' b'and' b'i' b'feel' b'like' b'i' b'just' b'wasted' b'some' b'valuable' b'minutes' b'of' b'my' b'life' b'that' b'i' b'can' b'never' b'get'"
3266,b'rt' b'lexipost30:' b'love'
3267,b'rt' b'lexxxilove:' b'i' b'wake' b'up' b'in' b'the' b'middle' b'of' b'the' b'night' b'and' b'chug' b'the' b'orange' b'juice' b'straight' b'from' b'the' b'bottle.' b'sorry'
3268,b'rt' b'lildurk_:' b's/o' b'all' b'my' b'real' b'fans' b'who' b'can' b'wait' b'and' b'not' b'want' b'me' b'to' b'put' b'out' b'trash' b'like' b'other'
3269,"b'rt' b'linnyitssn:' b'no' b'teabaggers,' b'9/11' b'is' b'not' b'about' b'benghazi,' b""it's"" b'about' b'those' b'planes' b'and' b'those' b'towers.' b'stop' b'watching' b'fox'"
3270,b'rt' b'lnsanetweets:' b'when' b'other' b'girls' b'wear' b'beanies' b'they' b'look' b'cute' b'&amp;' b'stylish' b'but' b'when' b'i' b'wear' b'them' b'i' b'look' b'like' b'a' b'member' b'of' b'a' b'drug' b'cartel' b'who'
3271,b'rt' b'lordemusic:' b'i' b'am' b'so' b'pleased' b'and' b'proud' b'to' b'have' b'been' b'announced' b'the' b'sole' b'curator' b'of' b'the' b'soundtrack' b'for' b'mockingjay' b'-' b'part'
3272,b'rt' b'losthistories:' b'dc' b'fri' b'1/3:' b'bengali' b'harlem' b'&amp;' b'lost' b'histories' b'south' b'asian' b'am' b'reading/convo' b'busboysandpoets' b'14th' b'st' b'cc:' b'smithsonianapa'
3273,b'rt' b'losthistories:' b'in' b'dc' b'fri' b'1/3:' b'bengali' b'harlem' b'reading/convo' b'busboysandpoets' b'14th' b'st' b'saaltweets' b'teachingchange'
3274,"b'rt' b'lowcountry_luv:' b'attack' b'animals,' b'last' b'house' b'on' b'the' b'left' b'by' b'the' b'lake,' b'and' b'she' b'got' b'colored' b'eyes...we' b'should' b'have' b'known.!'"
3275,"b'rt' b'luke_brooks:' b'there' b'was' b'a' b'fly' b'that' b'was' b'banging' b'into' b'all' b'the' b'windows' b'and' b'i' b'called' b'it' b'retarded' b'but' b'then' b'i' b'thought' b'to' b'myself' b'""umm' b""i'm"""
3276,"b'rt' b'm_amrhein:' b'luckily' b'for' b'my' b'friends' b""i'm"" b'a' b'yellow' b'belt' b'in' b'karate,' b'which' b'is' b'unfortunate' b'for' b'the' b'bonner'"
3277,b'rt' b'madi_judkins:' b'when' b'you' b'look' b'like' b'trash' b'and' b'someone' b'compliments'
3278,b'rt' b'magicjuice:' b'#giantduck' b'#pittsburghduck' b'#yellow' b'#livestream' b'#wpxi' b'#nofliter'
3279,b'rt' b'manchild1077:' b'oreo'
3280,"b'rt' b'mandylea25:' b""i've"" b'talked' b'too' b'much' b'trash' b'for' b'ou' b'to' b'lose'"
3281,"b'rt' b'markhoppus:' b'yes,' b'yes' b'i' b'know' b'all' b'about' b'the' b'fob' b'reconciliation.' b'it' b'was' b'my' b'idea!' b""you're"""
3282,"b'rt' b'marksidaway:' b'last' b'time' b'#xfactor' b'auditions' b'came' b'to' b'dublin,' b'i' b'auditioned' b'marybyrnemusic' b'and' b'niallofficial.' b'and' b'a' b'man' b'in' b'a' b'blue' b'monkey'"
3283,b'rt' b'marsrader:' b'the' b'incredible' b'scales' b'of' b'celestial'
3284,b'rt' b'mathewsjw:' b'muslim' b'jihadi' b'fighters' b'book' b'tickets' b'on' b'cruise' b'ships' b'to' b'syria' b'and'
3285,b'rt' b'maycie32:' b'whitecholo23' b'np' b'big' b'nig'
3286,b'rt' b'mckayllaa:' b'i' b'wish' b'i' b'had' b'pretty' b'colored' b'eyes'
3287,b'rt' b'mediacrooks:' b'report' b'what' b'u' b'want.' b'but' b'physically' b'chasing/hounding' b'is' b'uncivilised..' b'adityarajkaul' b'..also' b'in' b'case' b'of' b'bansal/gadkari'
3288,"b'rt' b'metroadlib:' b'i' b'thank' b'every' b'broad' b'in' b'the' b'universe' b'who' b'takes' b'that' b'step' b'forward' b'&amp;puts' b'colored' b'contacts' b'in' b'her' b'eyes.' b""that's"" b'one' b'less' b'person'"
3289,b'rt' b'michael28754837:' b'come' b'on' b'yankees' b'lets' b'keep' b'this' b'game' b'going!!!' b'we' b'must'
3290,"b'rt' b'michael4h2o:' b'an' b'#ohio' b'inmate' b'sums' b'up' b'what' b""#lebronjames'"" b'return' b'means'"
3291,"b'rt' b'michaelpshipley:' b'martin' b'short' b'on' b'-' b'conan' b'-' b'oct' b'3,' b'2014' b'""with' b'your' b'yellow' b'skin' b'and' b'red' b'hair' b'you' b'look' b'like' b'a' b'#2'"
3292,"b'rt' b'michellemalkin:' b'in' b'which' b'i' b'refresh' b'dhimmi' b'seattle' b'mayor' b'ed' b""murray's"" b'poor' b'memory' b'of' b""city's"" b'long' b'history' b'as' b'a' b'jihadi' b'breeding' b'ground==&gt;'"
3293,"b'rt' b'michellemalkin:' b'mass.' b'gop' b'gov.-elect' b'charlie' b'baker:' b'no' b""driver's"" b'licenses' b'for' b'illegal' b'aliens'"
3294,b'rt' b'mikeimbriano:' b'briiixo' b'donnas' b'taxes' b'are' b'gonna' b'go'
3295,"b'rt' b'minhazmerchant:' b'sonia' b'never' b'criticises' b'kejriwal.' b'kejriwal,' b'who' b'trashes' b'every' b'other' b'leader,' b'never' b'criticises' b'sonia.'"
3296,"b'rt' b'missmollylo:' b'charlie' b'wears' b""women's"""
3297,b'rt' b'mitrebox:' b'at' b'this' b'point' b'every' b'voter' b'in' b'florida' b'has' b'voted' b'both' b'for' b'and' b'against' b'charlie'
3298,b'rt' b'mjxcx:' b'teachers' b'trying' b'to' b'pronounce' b'ghetto' b'names' b'on' b'the' b'1st' b'day' b'of'
3299,b'rt' b'mlbtraderumors:' b'offseason' b'outlook:' b'new'
3300,b'rt' b'monogrammedprep:' b'god' b'is' b'a' b'yankees'
3301,b'rt' b'moosedaugherty:' b'free'
3302,b'rt' b'morningmoneyben:' b'this' b'image' b'of' b'peshmerga' b'giving' b'the' b'heave-ho' b'to' b'an' b'isis' b'flag' b'really' b'brightened' b'my' b'friday.' b'kick' b'their' b'sorry'
3303,b'rt' b'most_duep:' b'i' b'occasionally' b'go' b'to' b'play' b'flappy' b'bird' b'and' b'then' b'i' b'die' b'before' b'getting' b'one' b'and' b'remember' b'how' b'much' b'i' b'hate'
3304,"b'rt' b'mpoindc:' b'wow,' b'henry' b'waxman' b'gets' b'caught' b'in' b'a' b'classic' b'charlie' b'leduff' b'segment' b'after' b'charlie' b'comes' b'to' b'dc' b'for' b""today's"" b'gm'"
3305,b'rt' b'mundyspeaks:' b'poll:' b'florida' b'governor' b'rick' b'scott' b'is' b'leading' b'charlie' b'crist' b'by' b'five'
3306,"b'rt' b'murrman5:' b'""hun,' b""i'm"" b'quitting' b'my' b'job' b'and' b'going' b'to' b'learn' b'to' b'become' b'a' b'psychic.' b'now' b'i' b'know' b'what' b""you're"" b'thinking,' b'well' b'not' b'yet.' b""i'm"" b'going'"
3307,"b'rt' b'murrman5:' b'you' b'up,' b'charlie'"
3308,b'rt' b'musedbymusic:' b'thanks' b'to' b'tonyjrodriguez' b'i' b'have' b'learned' b'way' b'more' b'than' b'i' b'ever' b'wanted' b'to' b'know' b'about'
3309,"b'rt' b'navy8r:' b'sierra0559:' b'hey' b'barackobama' b',' b'the' b'jig' b'is' b'up.' b'even' b'democrats' b'are' b'through' b'with' b'you.' b'#reasontoexitanobamaspeech""' b'dems' b'are'"
3310,b'rt' b'nebuladallas:' b'i' b'still' b'live' b'with' b'hope' b'that' b'one' b'day' b'a' b'hot' b'rich' b'boy' b'will' b'fall' b'in' b'love' b'with' b'me' b'even' b'though' b'im'
3311,b'rt' b'neiltyson:' b'just' b'to' b'settle' b'it' b'once' b'and' b'for' b'all:' b'which' b'came' b'first' b'the' b'chicken' b'or' b'the' b'egg?' b'the' b'egg' b'--' b'laid' b'by' b'a' b'bird' b'that' b'was' b'not' b'a'
3312,"b'rt' b'netflix:' b""here's"" b'your' b'first' b'look' b'at' b'charlie' b'cox' b'as' b'matt' b'murdock' b'in' b""#marvel's"" b'daredevil'"
3313,"b'rt' b'neverknownfacts:' b'a' b'person' b'needs' b'just' b'three' b'things' b'to' b'be' b'truly' b'happy' b'in' b'the' b'world:' b'someone' b'to' b'love,' b'something' b'to' b'do,' b'and' b'something' b'to'"
3314,"b'rt' b'nicoleyyrosiee:' b'remember' b'in' b'2001' b'when' b'the' b'yankees' b'were' b'in' b'boston' b'and' b'the' b'crowd' b'was' b'cheering' b'usa' b'instead' b'of' b'""yankees' b'suck""' b'i' b'love'"
3315,"b'rt' b'nikaaaa3:' b'patt_hoff' b""you're"" b'secretly' b'a' b'yankee' b'fan!' b""you'll"" b'admit' b'it' b'some' b'day'"
3316,b'rt' b'nikaaaa3:' b'yankees' b'winnnn!!!'
3317,b'rt' b'nobeynobe:' b'markie__marc:'
3318,b'rt' b'nyjets:' b'we' b'accept' b'the' b'#als' b'#icebucketchallenge' b'from' b'the' b'patriots' b'&amp;' b'jimmyfallon!' b'we' b'challenge' b'the' b'yankees' b'mets'
3319,"b'rt' b'ochocinco:' b'if' b'your' b'girl' b""didn't"" b'camp' b'out' b'overnight' b'to' b'buy' b'you' b'the' b'iphone' b'6' b'your' b'pee' b'pee' b'is'"
3320,"b'rt' b'ohmyev:' b""it's"" b'crazy.' b'if' b'a' b'female' b'cheats,' b""it's"" b'so' b'wrong.' b""she's"" b'every' b'type' b'of' b'hoe' b'there' b'is' b'but' b'if' b'a' b'guy' b'cheats,' b""there's"" b'all' b'these'"
3321,"b'rt' b'ooxlexx:' b'i' b""can't"" b'stand' b'to' b'be' b'around' b'ghetto'"
3322,b'rt' b'osoplain:' b'soup' b'is' b'so' b'much' b'better' b'when' b'you' b'have' b'enough' b'crackers' b'to' b'crumble' b'in' b'it' b'to' b'make' b'it' b'into' b'a'
3323,"b'rt' b'p_w_sterne:' b'gracebr92073005' b'""there\'s' b'more' b'than' b'one' b'way' b'to' b'skin' b'a' b'monkey""' b'--barack' b'""bushmeat""' b'obama' b'1dittlinger'"
3324,b'rt' b'pambesteder:' b'**wow*' b'according' b'to' b'this' b'tweet' b'by' b'tarascan68' b'obama' b'must' b'have' b'been' b'an' b'uncle'
3325,b'rt' b'pattonoswalt:' b'who' b'spotted' b'the' b'looming' b'yellow' b'crown' b'on'
3326,"b'rt' b'paul_lander:' b'charlie' b'sheen' b'is' b'engaged' b'to' b'a' b'porn' b'star.' b'i' b""can't"" b'be' b'the' b'only' b'one' b'thinking' b'she' b'can' b'do' b'a' b'lot'"
3327,"b'rt' b'paul_lander:' b'yesterday,' b'the' b'caged' b'bird' b'sang' b'the' b'blues.'"
3328,"b'rt' b'paulabruederle:' b'some' b'birds' b""aren't"" b'meant' b'to' b'be'"
3329,"b'rt' b'peeabut:' b'dear' b'god,' b'make' b'me' b'a' b'bird' b'so' b'i' b'can' b'fly' b'far,' b'far' b'far'"
3330,"b'rt' b'pekholt:' b'raven' b""symone's"" b'hair' b'be' b'like,' b'""i\'m' b'not' b'colored,' b""i'm"""
3331,b'rt' b'pellucidstyles:' b'they' b'might' b'be' b'called' b'5' b'seconds' b'of' b'summer' b'but' b'their' b'songs' b'are' b'3' b'minutes' b'of'
3332,"b'rt' b'pgammo:' b'in' b'the' b'yankees' b'draft' b'room,' b'they' b'had' b'a' b'huge' b'picture' b'of' b'greg' b'campbell' b'with' b'the' b'message,' b'""this' b'is' b'the' b'makeup' b""we're"" b'looking'"
3333,"b'rt' b'pgammo:' b'run' b'differentials:mets' b'-14,' b'yankees'"
3334,"b'rt' b'pgammo:' b'that' b'the' b'yankees' b'have' b'won' b'four' b'straight' b'shane' b'greene' b'starts' b'and' b'7' b'of' b'9' b'speaks' b'to' b'his' b'stability' b'in' b'a' b'season' b'of' b""starters'"""
3335,"b'rt' b'politico:' b'republican' b'rick' b'scott' b'has' b'been' b'reelected' b'#flgov,' b'defeating' b'democrat' b'charlie'"
3336,"b'rt' b'pop_ruth:' b""i'm"" b'a' b'little' b'teapot' b'short' b'and' b'irish' b'@onedirection' b'artist' b'of' b'the'"
3337,b'rt' b'prolongshop:' b'#led' b'#christmas' b'#decor' b'lights' b'10m' b'33ft' b'100' b'led' b'#fairy' b'string' b'#light' b'for'
3338,"b'rt' b'proofgelato:' b'sweet' b'treat' b'at' b'lunch' b'today' b'-' b'raspberry' b'gelato,' b'gin+juice' b'sorbet' b'&amp;' b'brownie' b'gelato!' b'#gelatocart' b'thursday' b'-' b""can't"" b'wait'"
3339,"b'rt' b'radiomaru:' b'nerds' b'are' b'cool' b'because' b'they' b'get' b'really' b'judge-y' b'about' b'other' b'nerds' b'being' b'passionate' b'about' b'things' b'they' b""aren't"" b'passionate' b'abo'"
3340,b'rt' b'radiotour_en:' b'duchess' b'of' b'cambridge' b'to' b'present' b'the' b'first' b'yellow'
3341,"b'rt' b'rappersaid:' b'when' b'joey' b'bada$$' b'said' b'""traded' b'in' b'my' b'nikes' b'for' b'a' b'new' b'mic,' b'i' b'guess' b""it's"" b'safe' b'to' b'say' b'he' b'sold' b'his' b'soles' b'for' b'a' b'new'"
3342,b'rt' b'rcooley123:' b'bill' b'maher' b'mocks' b'gullible' b'america' b'for' b'missing' b'the' b'real'
3343,b'rt' b'reidk_97:' b'flappy' b'bird' b'is'
3344,b'rt' b'renegadecut:' b'video:' b'renegade' b'cut:' b'snowpiercer' b'&#8212;' b'an' b'analysis' b'of' b'bong' b'joon-ho&#8217;s' b'sci-fi' b'action' b'film.' b'topics'
3345,b'rt' b'renz360:' b'got' b'5' b'20%' b'off' b'slots' b'for' b'sole' b'sauce' b'for' b'the' b'early' b'birds' b'today' b'use' b'&#8220;save20&#8221;' b'at'
3346,b'rt' b'renz360:' b'got' b'receipt' b'ink' b'on' b'your' b'soles?' b'no'
3347,b'rt' b'rhythmixx_:' b'&#8220' b'aliyahgrubb:' b'kanye' b'west' b'is' b'a' b'costume' b'not' b'a' b'mock' b'of' b'a' b'race.&#8221;' b'girl' b'i' b'hate' b'to' b'do' b'this' b'but' b'kanye' b'is' b'a' b'human' b'not' b'a' b'costume'
3348,b'rt' b'richiesuavee:' b'&#8220' b'viridoesitt:' b'kevin' b'hart' b'make' b'funny' b'faces..' b'his' b'curriculum' b'kinda' b'trash..&#8221;' b'curriculum?'
3349,"b'rt' b'rickygervais:' b'have' b'a' b'great' b'day,' b'you' b'lovely' b'fellow' b'apes'"
3350,b'rt' b'rickygervais:' b'humans' b'are' b'genetically' b'closer' b'to' b'chimps' b'than' b'chimps' b'are' b'to' b'gorillas.' b'but' b'we' b'are' b'all' b'apes.' b'have' b'a' b'great' b'day' b'you' b'clever'
3351,b'rt' b'rightwingertoo:' b'uh' b'oh:' b'california' b'solar' b'plant' b'fries' b'thousands' b'of' b'birds' b'in' b'mid-flight' b'-' b'hot'
3352,b'rt' b'ripienaar:' b'fox' b'news' b'presenters' b'mock' b'female' b'pilot' b'who' b'took' b'part' b'in' b'campaign' b'against'
3353,"b'rt' b'robertbevan77:' b""it's"" b'like' b'the' b'walking' b'dead,' b'but' b'with' b'less' b'carl' b'and' b'more' b'talking' b'birds.' b'zombie'"
3354,"b'rt' b'ronele:' b'getting' b'ready' b'for' b'nevada' b'hump' b'day' b'nevadamuseum.' b'real' b'live' b'camels,' b'ostriches' b'and' b'zebras' b'-' b'oh' b'my!'"
3355,"b'rt' b'runofplay:' b""i'm"" b'confused.' b'martins' b'indi' b'just' b'drew' b'a' b'yellow' b'card,' b'but' b'i' b""didn't"" b'see' b'him' b'steal' b'a' b'tank' b'from' b'the' b'brazilian' b'army' b'and' b'open' b'fire'"
3356,"b'rt' b'russnelligan:' b'karynpolito' b'declares' b'victory' b'by' b'introducing' b'""our' b'next' b'governor,' b'charlie' b'baker""'"
3357,b'rt' b'russnelligan:' b'final' b'debate' b'clean-up:' b'journalists' b'sure' b'know' b'how' b'to' b'trash' b'a'
3358,"b'rt' b'ryancommakerry:' b'i' b'think' b""it's"" b'time' b'to' b'bring' b'out' b'the' b'drunken'"
3359,b'rt' b'ryancruz_:' b'travis' b'always' b'on' b'my' b'tl' b'being' b'ghetto'
3360,b'rt' b'ryandolan123:' b'when' b'people' b'say'
3361,"b'rt' b'samknight1:' b'elilake' b'saletan' b'jeffreygoldberg' b'yeah' b'i' b'know' b""it's"" b""jeff's"" b'book.' b'the' b'one' b'where' b'he' b'admits' b'to' b'beating' b'prisoners' b'and' b'lying'"
3362,"b'rt' b'sassytbh:' b'a' b'girl' b'tweeted' b'""you' b'might' b'be' b'ghetto' b'if' b'u' b'bring' b'food' b'from' b'outside' b'into' b'the' b'movies""' b'no' b'u' b'might' b'be' b'stupid' b'if' b'u' b'pay' b'4.99' b'for' b'a'"
3363,"b'rt' b'scottiken:' b""it's"" b'settled.' b'the' b'ding' b'dong' b'is' b'far' b'superior' b'than' b'the'"
3364,"b'rt' b'scottvtracy:' b'abuyazidmuawiya' b'amustafaanbari1' b'congratulations' b'for' b'reinforcing' b'the' b'stereotype' b'for' b'insecure,' b'uneducated,' b'uncivilized,'"
3365,"b'rt' b'seanmdav:' b'since' b'i' b'know' b""you're"" b'wondering,' b'blakehounshell:' b'no,' b'cracker' b'barrel' b'is' b'not' b'a' b'place' b'to' b'buy' b'barrels' b'full' b'of'"
3366,b'rt' b'sepinwall:' b'day' b'2' b'of' b'fxx&#8217;s' b'simpsons' b'marathon' b'&#8212;' b'&#8220;bart&#8217;s' b'dog' b'gets' b'an' b'f&#8221;' b'to' b'&#8220;last' b'exit' b'to' b'springfield&#8221;' b'&#8212;&#160;will' b'be' b'the' b'best' b'consecutive' b'24'
3367,"b'rt' b'shakiraevanss:' b'criticize' b'amanda' b'for' b'saying' b'the' b'n' b'word,' b'sure,' b'but' b""don't"" b'make' b'jokes' b'about' b'her' b'sexual' b'assault,' b""don't"" b'be'"
3368,"b'rt' b'sickipedia:' b'i' b'drove' b'my' b""daughter's"" b'guinea' b'pig' b'to' b'the' b""vet's"" b'this' b'morning.' b""i'm"" b'quite' b'handy' b'with' b'my' b'new' b'callaway' b'golf'"
3369,"b'rt' b'simplyforkicks:' b'quan' b'helps' b'everyone' b'out' b'with' b'random' b'questions' b'and' b'computer' b'stuff' b'but' b'no' b'one' b'can' b'oop' b'him' b'grs?!' b'something' b""ain't"" b'right'"
3370,"b'rt' b'skullmandible:' b'now' b'call' b'down' b'your' b'dark' b'and' b'your' b'cold' b'and' b'be' b'damned,' b'charlie'"
3371,"b'rt' b'sky106radio:' b'for' b'lots' b'of' b'great' b'oldies,' b'check' b'out' b'""memories' b'and' b'more"",' b'with' b'yankee' b'rose,' b'today' b'from' b'1:00' b'pm' b'to' b'4:00' b'pm'"
3372,b'rt' b'sluggernation:' b'the' b'p72' b'derek' b'jeter' b'used' b'to' b'hit' b'the' b'walk-off' b'single' b'in' b'his' b'final' b'yankee' b'stadium' b'at-bat.' b'(images' b'via' b'mlb_authentic)'
3373,"b'rt' b'sofuckingswazye:' b'""mayonnaise' b'colored' b'benz' b'i' b'push' b'miracle'"
3374,"b'rt' b'sorryimalex:' b'""now' b'5sos' b'is' b'starting' b'to' b'tweet' b'the' b'hashtag,' b""they're"""
3375,b'rt' b'sorryimalex:' b'&#8220' b'lametears:' b'i' b'only' b'rted' b'alex' b'ramos' b'aka' b'trash' b'to' b'gain'
3376,"b'rt' b'sorryimalex:' b""i'm"" b'only' b'back' b'cause' b'i' b""don't"" b'wanna' b'see' b'the' b'boys' b'lose' b'to'"
3377,b'rt' b'southernshirt:' b'the' b'only' b'things' b'you' b'need' b'in' b'life' b'are' b'comfy' b'shirts' b'and'
3378,"b'rt' b'sportspickle:' b'yankees' b""didn't"" b'want' b'russell' b'martin,' b'so' b'he' b'signed' b'with' b'the' b'pirates' b'2' b'years' b'ago.' b'pirates' b'have' b'made' b'back-to-back'"
3379,"b'rt' b'sportswithjohn:' b'dani' b'alves' b'uses' b'his' b'new' b'gray' b'hair' b'to' b'talk' b'himself' b'out' b'of' b'a' b'yellow' b'card,' b'telling' b'the' b'referee,' b'""i' b'am' b'but' b'a' b'humble' b'senior'"
3380,"b'rt' b'spurs:' b""it's"" b'a' b""bird...it's"" b'a' b""plane...it's"""
3381,"b'rt' b'ssbeirne:' b""it's"" b'a' b'bird!' b""it's"" b'a' b'plane!' b""it's"" b'a' b'boat!' b""no...it's,"" b""it's..."" b'a' b'flying'"
3382,"b'rt' b'stephpaulus:' b'i' b'have' b'yet' b'to' b'master' b'the' b'art' b'of' b'eating' b'a' b'powdered' b'donut' b'without' b'looking' b'like' b'i' b'just' b'left' b'charlie' b""sheen's"""
3383,b'rt' b'steviegarcia11:' b'here' b'come' b'wiggas' b'soft' b'tweets..'
3384,b'rt' b'stoolpresidente:' b'if' b'a' b'tree' b'falls' b'in' b'the' b'woods' b'and' b'nobody' b'is' b'around' b'does' b'it' b'make' b'any' b'noise?' b'if' b'nj' b'blows' b'away' b'and' b'only' b'trash' b'live' b'the'
3385,b'rt' b'studio6263:' b'm&amp;s' b'bids' b'for' b'most' b'social' b'christmas' b'yet' b'with' b'&#8216;follow' b'the' b'fairies&#8217;'
3386,b'rt' b'supercos7:' b'peddoc63' b'cavemaninc' b'carminezozzora' b'db103173' b'charlie' b'understood' b'&#128299;' b'how' b'to' b'keep' b'those' b'percentages' b'&#128201;'
3387,"b'rt' b'sweetromance:' b'1visionamd' b'redeemed1952' b'azws' b'once' b'again,' b'birds' b'of' b'a'"
3388,b'rt' b'syd_renae:' b'2014alyssa' b'i' b'have' b'a' b'pink' b'fuzzy' b'one' b'&amp;' b'a' b'silky' b'silver' b'one.' b'bathrobes' b'are' b'a' b'wonderful' b'thing'
3389,b'rt' b'sydswag2:' b'buy' b'me' b'double' b'stuffed' b'oreos' b'and' b'you' b'can' b'be' b'my'
3390,b'rt' b'tableninemutant:' b'so' b'city' b'lights' b'is' b'a' b'charlie' b'chaplin' b'movie' b'by' b'007hertzrumble' b'via'
3391,b'rt' b'taylorcaniff:' b'i' b'wear' b'beanies' b'all' b'winter' b'long!' b'so' b'no' b'bandanas' b'till'
3392,"b'rt' b'taylorcaniff:' b""i'm"" b'having' b'a' b'date' b'at' b'yankee' b'field' b'then' b'getting' b'kiss'"
3393,b'rt' b'tbhjuststop:' b'my' b'score' b'on' b'flappy' b'bird' b'is' b'higher' b'than' b'the' b'broncos' b'score' b'right'
3394,"b'rt' b'teapot:' b'stuff' b'broke' b'loose,' b'must' b'not' b'panic' b'and' b'share' b'gif'"
3395,"b'rt' b'terri_georgia:' b'charlie' b'crist' b'leads' b'rick' b'scott' b'in' b'a' b'florida' b""governor's"" b'race' b'where' b'every' b'vote' b'will'"
3396,"b'rt' b'th3j35t3r:' b'prime' b'suspect' b'of' b'#foley' b'murder' b'is' b'23y/o' b'british' b'jihadi' b'who,' b'wait' b'for' b'it' b'...' b'""declared' b'his' b'allegiance' b'to'"
3397,b'rt' b'thachosenkid321:' b'donquixtote' b'he' b'trash'
3398,b'rt' b'thatgirlran:' b'&#8220;if' b'your' b'15/16' b'act' b'like' b'your' b'those' b'ages' b'not' b'like' b'your' b'20.' b'its' b'not' b'cute.&#8221;' b'that' b'awk' b'moment' b'when' b'i' b'thought' b'this' b'tweet' b'was'
3399,"b'rt' b'the_blueprint:' b'in' b'the' b'trash,' b'i' b'hope.' b'rt' b'complexmag' b'bigsean' b'just' b'dropped' b'four' b'new'"
3400,b'rt' b'thereal_emandm:' b'yankee' b'doodle' b'had' b'a' b'farm.' b'cotton'
3401,"b'rt' b'theycallmenavy:' b'royaltyclubvp' b'aswaad88' b'worse' b'yet' b'u' b'meet' b'a' b'bird' b'with' b'a' b'nice' b'ras' b'and' b""you're"" b'like' b'""something' b'about' b'u' b'looks' b'familiar""'"
3402,"b'rt' b'ticiaverveer:' b'royal' b'city' b'of' b'the' b'kushite' b'kings' b'at' b'meroe' b'(sudan),near' b'river' b'nile.it' b'was' b'the' b'seat' b'of' b'the' b'rulers' b'who' b'occupied'"
3403,b'rt' b'tishforprez:' b'that' b'pointy' b'nail' b'game' b'is' b'for' b'da'
3404,"b'rt' b'tj_curtin:' b'a' b'birds' b'eye' b'view' b'of' b""today's"" b'#harvest14' b'activities.' b'thanks' b'brentjff' b'for' b'the' b'great' b'camera'"
3405,"b'rt' b'toddknife:' b'full' b'weakenednachos' b'set' b'(except' b'the' b'last' b'song)' b'from' b'southern' b'darkness' b'fest' b'last' b'month.' b""who's"" b'the' b'ape' b'on'"
3406,"b'rt' b'tokmetzis:' b'dreigdwergen,' b'haatsmurfen' b'en' b'de' b'roze' b'khmer:' b'hoe' b'twitter' b'een' b'slagveld' b'werd' b'via'"
3407,b'rt' b'tolkienproverb:' b'fairy' b'tale' b'does' b'not' b'deny' b'the' b'existence' b'of' b'sorrow' b'and'
3408,b'rt' b'tomtomorrow:' b'have' b'their' b'been' b'any' b'reports' b'of' b'an' b'aerosolized' b'virus' b'that' b'turns' b'apes' b'intelligent?' b'seems' b'like' b'that' b'kind' b'of'
3409,"b'rt' b'tonymoore:' b'found' b'cheese' b'cracker' b'sandwiches' b'in' b'the' b'cabinet,' b'a' b'year' b'expired.' b'ate' b'them' b'anyway.' b'if' b'i' b'die' b'tonight,' b'these' b'will' b'be' b'the' b'worst'"
3410,b'rt' b'tonyrobbins:' b'piers' b'morgan' b'to' b'charlie' b'sheen:' b'&#8220;you' b'were' b'taking' b'cocaine&#8230;&#8221;' b'charlie' b'sheen:' b'&#8220;i' b'wasn&#8217;t' b'taking' b'it.' b'i' b'had' b'to' b'pay' b'for' b'it.&#8221;' b'via'
3411,b'rt' b'townhallcom:' b'charlie' b'crist' b'refuses' b'to' b'back' b'down' b'from' b'race-based' b'attack' b'on'
3412,b'rt' b'tracksideonline:' b'there' b'will' b'be' b'track' b'sweeping' b'during' b'this'
3413,b'rt' b'transtrenda:' b'okay' b'okay' b'but.' b'trans'
3414,b'rt' b'trayn1gga:' b'alabama' b'is' b'overrated' b'this' b'yr' b'the' b'last' b'2' b'weeks' b'has' b'shown' b'too' b'many' b'chinks' b'in' b'their' b'armor' b'wv' b'gave' b'them' b'hell'
